VARIABLES="x","y","Sensitivity"
ZONE T=Surface, I=200, F=POINT
0.8988686628 -0.0036589628 -1.3025647009e-04
0.9035785519 -0.0034152671 -1.2379403881e-04
0.9081878607 -0.0031814071 -1.0414694636e-04
0.9126954406 -0.0029573285 -8.6329800366e-05
0.9171001681 -0.0027429640 -8.2810514339e-05
0.9214009455 -0.0025382334 -8.5029130976e-05
0.9255967009 -0.0023430439 -7.8498844503e-05
0.9296863887 -0.0021572903 -1.1234885206e-04
0.9336689897 -0.0019808548 -9.3002953785e-05
0.9375435112 -0.0018136075 -1.2099075107e-04
0.9413089878 -0.0016554069 -1.3155122532e-04
0.9449644809 -0.0015060992 -8.9152712046e-05
0.9485090795 -0.0013655197 -6.0177940723e-05
0.9519419002 -0.0012334921 -7.9144318055e-05
0.9552620876 -0.0011098291 -8.3000410131e-05
0.9584688141 -0.0009943327 -5.8242661659e-05
0.9615612806 -0.0008867947 -7.7566592198e-05
0.9645387163 -0.0007869964 -8.5067894814e-05
0.9674003792 -0.0006947094 -7.2020701087e-05
0.9701455561 -0.0006096958 -6.6204519099e-05
0.9727735630 -0.0005317082 -6.5489582756e-05
0.9752837447 -0.0004604906 -1.0348701577e-04
0.9776754758 -0.0003957783 -7.2930936844e-05
0.9799481601 -0.0003372983 -6.2121643444e-05
0.9821012313 -0.0002847699 -6.8191980709e-05
0.9841341527 -0.0002379049 -8.6864782393e-05
0.9860464178 -0.0001964077 -6.2354758499e-05
0.9878375499 -0.0001599763 -7.8504571173e-05
0.9895071026 -0.0001283021 -8.1346132424e-05
0.9910546600 -0.0001010707 -8.1018342715e-05
0.9924798362 -0.0000779620 -8.9546098552e-05
0.9937822761 -0.0000586508 -6.1854624114e-05
0.9949616551 -0.0000428071 -8.4752449821e-05
0.9960176793 -0.0000300967 -5.7835262427e-05
0.9969500855 -0.0000201813 -6.2989009166e-05
0.9977586413 -0.0000127192 -8.4438819686e-05
0.9984431452 -0.0000073657 -7.9074864590e-05
0.9990034267 -0.0000037734 -6.7744458347e-05
0.9994393460 -0.0000015926 -5.1468180734e-05
0.9997507946 -0.0000004720 -7.5041784157e-05
0.9999376948 -0.0000000590 -5.8902981278e-05
1.0000000000 -0.0000000000 -5.4929295979e-05
